Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Site,Launch_Mass_kg,Inclination_radians
Vietnam,Government,Earth Observation,LEO,,682.0,685.0,0.00021,98.43,Guiana Space Center,115.0,1.712691595
Venezuela,Government,Remote Sensing,LEO,,622.0,654.0,0.00228,97.48,Jiuquan Satellite Launch Center,880.0,1.710946266
USA,Military,Communications,GEO,,35783.0,35790.0,8e-05,1436.1,Cape Canaveral,5900.0,0.0
USA,Military,Communications,GEO,,35786.0,35787.0,1e-05,1436.12,Cape Canaveral,5987.0,0.000523599
USA,Military,Communications,GEO,,35785.0,35786.0,1e-05,1436.1,Cape Canaveral,5990.0,0.0
USA,Military,Communications,GEO,,35785.0,35786.0,1e-05,1436.1,Cape Canaveral,5990.0,0.000174533
USA,Military,Communications,GEO,,35785.0,35786.0,1e-05,1436.1,Cape Canaveral,5990.0,0.0
USA,Military,Communications,GEO,,35785.0,35786.0,1e-05,1436.1,Cape Canaveral,5990.0,0.0
USA,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,Guiana Space Center,4735.0,0.000174533
Multinational,Government,Astrophysics,Elliptical,Cislunar,186.0,470310.0,0.97287,19700.45,Cape Canaveral,1200.0,0.500909495
Japan,Commercial,Earth Observation,LEO,Sun-Synchronous,594.0,849.0,0.01798,99.2,Dombarovsky Launch Facility,10.0,1.706932008
USA,Military/Commercial,Earth Observation,LEO,Sun-Synchronous,491.0,494.0,0.00022,94.5,Vandenberg AFB,4500.0,1.698205362
USA,Military/Commercial,Earth Observation,LEO,Sun-Synchronous,765.0,767.0,0.00014,100.2,Vandenberg AFB,2800.0,1.719149313
Germany,Commercial,Technology Development,LEO,Sun-Synchronous,593.0,640.0,0.00336,97.3,Dombarovsky Launch Facility,2.5,1.706932008
USA,Military,Technology Development,LEO,,342.0,358.0,0.00119,91.54,Cape Canaveral,4990.0,0.759218225
Spain,Civil,Technology Development,LEO,,306.0,1261.0,0.06675,100.5,Guiana Space Center,1.0,1.21300383
China (PR),Government,Technology Development,LEO,,489.0,501.0,0.00087,94.51,Taiyuan Launch Center,,1.699078027
USA,Commercial,Communications,GEO,,35782.0,35790.0,9e-05,1436.1,Sea Launch (Odyssey),4703.0,0.000174533
USA,Commercial,Communications,GEO,,35784.0,35787.0,4e-05,1436.09,Sea Launch (Odyssey),5193.0,0.000174533
USA,Commercial,Communications,GEO,,35784.0,35789.0,6e-05,1436.13,Sea Launch (Odyssey),4682.0,0.001396263
USA,Commercial,Communications,GEO,,35785.0,35788.0,4e-05,1436.11,Sea Launch (Odyssey),4667.0,0.001570796
ESA,Government,Space Physics,Elliptical,Deep Highly Eccentric,7079.0,114027.0,0.79904,2872.15,Guiana Space Center,3764.0,0.670206433
Singapore,Government,Earth Observation,LEO,Sun-Synchronous,801.0,823.0,0.00153,101.1,Sriharikota Launch Station,91.0,1.722639972
Spain,Military/Government,Communications,GEO,,35778.0,35792.0,0.00017,1436.06,Guiana Space Center,3631.0,0.001745329
China (PR),Civil,Communications,LEO,Sun-Synchronous,1193.0,1205.0,0.00079,109.4,Taiyuan Launch Center,60.0,1.75056524
United Arab Emirates,Military/Commercial,Communications,GEO,,35743.0,35823.0,0.00095,1435.92,Guiana Space Center,5953.0,0.000698132
United Arab Emirates,Military/Commercial,Communications,GEO,,35780.0,35791.0,0.00013,1436.07,Baikonur Cosmodrome,6000.0,0.0
Russia,Commercial,Communications,GEO,,35773.0,35800.0,0.00032,1436.1,Baikonur Cosmodrome,1360.0,0.000523599
Russia,Commercial,Communications,GEO,,35774.0,35796.0,0.00026,1436.06,Baikonur Cosmodrome,1320.0,0.000698132
Russia,Commercial,Communications,GEO,,35694.0,35866.0,0.00204,1435.76,Baikonur Cosmodrome,1640.0,0.002443461
Russia,Commercial,Communications,GEO,,35784.0,35789.0,6e-05,1436.11,Baikonur Cosmodrome,4463.0,0.001047198
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,625.0,628.0,0.00021,97.2,Taiyuan Launch Center,,1.706932008
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,626.0,668.0,0.00299,97.7,Jiuquan Satellite Launch Center,,1.708677338
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,487.0,496.0,0.00066,94.4,Taiyuan Launch Center,,1.699950691
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,506.0,507.0,7e-05,94.8,Taiyuan Launch Center,,1.699950691
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,469.0,481.0,0.00088,94.1,Taiyuan Launch Center,,1.698205362
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1201.0,1207.0,0.0004,109.5,Taiyuan Launch Center,1040.0,1.74881991
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1080.0,1089.0,0.0006,106.93,Jiuquan Satellite Launch Center,,1.10618968
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1079.0,1090.0,0.00074,106.93,Jiuquan Satellite Launch Center,,1.10618968
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1032.0,1081.0,0.0033,106.33,Jiuquan Satellite Launch Center,,1.10618968
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1076.0,1111.0,0.00234,107.12,Jiuquan Satellite Launch Center,,1.106713279
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1080.0,1111.0,0.00208,107.13,Jiuquan Satellite Launch Center,,1.106887812
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,890.0,1112.0,0.01506,105.14,Jiuquan Satellite Launch Center,,1.107760476
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,509.0,513.0,0.00029,94.84,Taiyuan Launch Center,,1.702394152
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,1201.0,1207.0,0.0004,109.51,Taiyuan Launch Center,,1.753706832
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,633.0,661.0,0.002,97.7,Jiuquan Satellite Launch Center,1200.0,1.710422667
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,625.0,627.0,0.00014,97.2,Taiyuan Launch Center,2700.0,1.708677338
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,635.0,658.0,0.00164,97.7,Jiuquan Satellite Launch Center,2700.0,1.706932008
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,440.0,450.0,0.00073,93.5,Taiyuan Launch Center,2700.0,1.696460033
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,511.0,512.0,7e-05,94.9,Taiyuan Launch Center,1800.0,1.698205362
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,628.0,665.0,0.00264,97.7,Jiuquan Satellite Launch Center,2700.0,1.710422667
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,1192.0,1205.0,0.00086,109.4,Taiyuan Launch Center,,1.75056524
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,1017.0,1164.0,0.00985,107.1,Jiuquan Satellite Launch Center,,1.106538746
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,1017.0,1164.0,0.00985,107.1,Jiuquan Satellite Launch Center,,1.106538746
China (PR),Government,Remote Sensing,LEO,Sun-Synchronous,1017.0,1164.0,0.00985,107.1,Jiuquan Satellite Launch Center,,1.106538746
India,Government,Scientific Research,LEO,Sun-Synchronous,802.0,824.0,0.00153,101.2,Sriharikota Launch Station,92.0,1.722639972
Russia,Civil,Technology Development,LEO,Intermediate,1479.0,1508.0,0.00184,115.8,Plesetsk Cosmodrome,45.0,1.439896633
South Africa,Civil,Technology Development,LEO,Sun-Synchronous,594.0,683.0,0.00635,94.4,Dombarovsky Launch Facility,1.0,1.706932008
China (PR),Military,Remote Sensing,LEO,Sun-Synchronous,444.0,454.0,0.00073,93.6,Taiyuan Launch Center,1500.0,1.694714704
China (PR),Military,Reconnaissance,LEO,Sun-Synchronous,555.0,606.0,0.00367,96.3,Taiyuan Launch Center,,1.696460033
China (PR),Civil,Scientific Research,LEO,Sun-Synchronous,619.0,653.0,0.00243,97.4,Jiuquan Satellite Launch Center,3.5,1.708677338
China (PR),Civil,Scientific Research,LEO,Sun-Synchronous,620.0,653.0,0.00235,97.5,Jiuquan Satellite Launch Center,3.5,1.708677338
China (PR),Government,Communications,GEO,,35775.0,35797.0,0.00026,1436.05,Xichang Satellite Launch Center,5000.0,0.00296706
China (PR),Government,Communications,GEO,,35775.0,35803.0,0.00033,1436.24,Xichang Satellite Launch Center,5100.0,0.01134464
China (PR),Government,Communications,GEO,,35759.0,35807.0,0.00057,1435.92,Xichang Satellite Launch Center,5500.0,0.000698132
China (PR),Military,Communications,GEO,,35778.0,35796.0,0.00021,1436.13,Xichang Satellite Launch Center,5200.0,0.005235988
China (PR),Military,Communications,GEO,,35773.0,35799.0,0.00031,1436.05,Xichang Satellite Launch Center,2300.0,0.009599311
China (PR),Military,Communications,GEO,,35767.0,35807.0,0.00047,1436.1,Xichang Satellite Launch Center,2300.0,0.00122173
China (PR),Military/Government,Communications,GEO,,35781.0,35792.0,0.00013,1436.09,Xichang Satellite Launch Center,5200.0,0.003316126
China (PR),Government,Communications,GEO,,35759.0,35812.0,0.00063,1436.1,Xichang Satellite Launch Center,,0.000523599
China (PR),Government,Earth Observation,LEO,Sun-Synchronous,763.0,773.0,0.0007,100.2,Taiyuan Launch Center,1500.0,1.720196511
China (PR),Government,Earth Observation,LEO,Sun-Synchronous,500.0,504.0,0.00029,94.7,Taiyuan Launch Center,2650.0,1.701696021
