Country_of_Operator,Users,Purpose,Class_of_Orbit,Type_of_Orbit,Perigee_km,Apogee_km,Eccentricity,Period_minutes,Launch_Site,Launch_Mass_kg,Inclination_radians
India,Government,Communications,GEO,,35763.0,35810.0,0.00056,1436.1,Sriharikota Launch Station,1982.0,0.004014257
India,Government,Communications/Technology Development,GEO,,35776.0,35796.0,0.00024,1436.07,Satish Dhawan Space Center,1825.0,0.000698132
India,Military,Communications,GEO,,35757.0,35814.0,0.00068,1436.0,Guiana Space Center,2650.0,0.003316126
India,Government,Communications/Navigation,GEO,,35782.0,35796.0,0.00017,1436.23,Guiana Space Center,3093.0,0.001570796
China (PR),Government,Meteorology,LEO,,782.0,803.0,0.00147,100.7,Taiyuan Launch Center,500.0,1.717403984
China (PR),Government,Meteorology,LEO,,965.0,967.0,0.00014,104.4,Taiyuan Launch Center,1500.0,1.734857276
India,Government/Civil,Communications,LEO,Sun-Synchronous,601.0,636.0,0.0025,97.1,Satish Dhawan Space Center,42.5,1.70344135
France/Italy/Belgium/Spain/Greece,Military,Reconnaissance,LEO,Sun-Synchronous,681.0,683.0,0.00014,98.0,Guiana Space Center,4200.0,1.712167996
France/Italy/Belgium/Spain/Greece,Military,Reconnaissance,LEO,Sun-Synchronous,679.0,682.0,0.00021,98.37,Guiana Space Center,4200.0,1.712167996
Greece,Commercial,Communications,GEO,,35769.0,35803.0,0.0004,1436.08,Cape Canaveral,3300.0,0.000174533
USA,Government/Civil,Astrophysics,LEO,Intermediate,535.0,551.0,0.00116,95.5,Cape Canaveral,293.0,0.663225116
Multinational,Government,Solar Physics,LEO,,670.0,696.0,0.00184,98.4,Uchinoura Space Center,700.0,1.712167996
Japan,Government,Space Science,Elliptical,,952.0,1155.0,0.01367,106.27,Uchinoura Space Center,348.0,0.541052068
Spain,Commercial/Gov/Mil,Communications,GEO,,35764.0,35808.0,0.00052,1436.08,Cape Canaveral,3112.0,0.000523599
Spain,Commercial/Gov/Mil,Communications,GEO,,35764.0,35809.0,0.00053,1436.11,Cape Canaveral,3288.0,0.000349066
Spain,Commercial,Communications,GEO,,35782.0,35786.0,5e-05,1435.95,Guiana Space Center,5320.0,0.00122173
China (PR),Government,Remote Sensing,LEO,Polar,628.0,665.0,0.00264,97.7,Taiyuan Launch Center,470.0,1.706932008
China (PR),Government,Remote Sensing,LEO,Polar,621.0,673.0,0.00371,97.7,Taiyuan Launch Center,470.0,1.706932008
China (PR),Government,Remote Sensing,LEO,,489.0,503.0,0.00102,94.53,Taiyuan Launch Center,890.0,1.699078027
USA,Civil,Radar Calibration,LEO,,499.0,504.0,0.00036,94.65,Wallops Island Flight Facility,3.5,0.70703288
USA/Japan,Commercial,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,Guiana Space Center,2300.0,0.0
Japan,Civil,Technology Development,LEO,Sun-Synchronous,650.0,669.0,0.00135,97.9,Tanegashima Space Center,7.1,1.713913325
ESA/USA,Government,Astrophysics/Planetary Science,LEO,Intermediate,555.0,559.0,0.00029,95.8,Cape Canaveral,11110.0,0.497418837
Spain,Civil,Technology Development,LEO,Sun-Synchronous,590.0,640.0,0.00358,96.9,Dombarovsky Launch Facility,1.0,1.706932008
United Kingdom,Commercial,Communications,GEO,,35770.0,35803.0,0.00039,1436.07,Guiana Space Center,2242.0,0.000174533
United Kingdom,Commercial,Communications,GEO,,35775.0,35799.0,0.00028,1436.14,Guiana Space Center,3311.0,0.001047198
Pakistan,Government,Technology Development,LEO,Sun-Synchronous,590.0,639.0,0.00351,96.9,Dombarovsky Launch Facility,1.0,1.706932008
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,485.0,491.0,0.00044,94.36,Tanegashima Space Center,850.0,1.698205362
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,484.0,492.0,0.00058,94.37,Tanegashima Space Center,850.0,1.698205362
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,484.0,492.0,0.00058,94.37,Tanegashima Space Center,1600.0,1.698379895
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,588.0,591.0,0.00022,96.47,Tanegashima Space Center,1600.0,1.705012146
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,512.0,514.0,0.00015,94.89,Tanegashima Space Center,1600.0,1.700997889
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,509.0,514.0,0.00036,94.85,Tanegashima Space Center,1600.0,1.701696021
Japan,Government,Reconnaissance,LEO,Sun-Synchronous,,,,,Tanegashima Space Center,,
USA,Commercial,Remote Sensing,LEO,Sun-Synchronous,678.0,680.0,0.00014,98.3,Vandenberg AFB,726.0,1.712167996
USA,Military,Electronic Surveillance,Elliptical,Molniya,1111.0,37564.0,0.709,684.0,Vandenberg AFB,4000.0,1.099557429
USA,Military,Electronic Surveillance,Elliptical,Molniya,1112.0,37580.0,0.70905,684.0,Vandenberg AFB,4200.0,1.109331273
India,Government,Remote Sensing,LEO,Sun-Synchronous,620.0,637.0,0.00121,97.3,Sriharikota Launch Station,83.0,1.706932008
United Kingdom,Commercial,Communications,GEO,,35764.0,35808.0,0.00052,1436.08,Cape Canaveral,2064.0,0.001396263
United Kingdom,Commercial,Communications,GEO,,35763.0,35809.0,0.00055,1436.1,Baikonur Cosmodrome,2070.0,0.001396263
United Kingdom,Commercial,Communications,GEO,,35609.0,35642.0,0.00039,1427.91,Guiana Space Center,2066.0,0.001047198
United Kingdom,Commercial,Communications,GEO,,35769.0,35803.0,0.0004,1436.07,Guiana Space Center,2000.0,0.000698132
United Kingdom,Commercial,Communications,GEO,,35772.0,35799.0,0.00032,1436.08,Cape Canaveral,5959.0,0.040142573
United Kingdom,Commercial,Communications,GEO,,35773.0,35800.0,0.00032,1436.11,Sea Launch (Odyssey),5458.0,0.040666172
United Kingdom,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.1,Baikonur Cosmodrome,5960.0,0.05253441
United Kingdom,Commercial,Communications,GEO,,35784.0,35790.0,7e-05,1436.13,Baikonur Cosmodrome,6070.0,0.001047198
India,Government,Meteorology,GEO,,35780.0,35793.0,0.00015,1436.1,Guiana Space Center,2950.0,0.0
India,Government,Communications,GEO,,35764.0,35809.0,0.00053,1436.1,Guiana Space Center,2750.0,0.000698132
India,Government,Meteorology,GEO,,35782.0,35791.0,0.00011,1436.09,Guiana Space Center,2090.0,0.00418879
India,Government,Communications/Earth Science,GEO,,35765.0,35807.0,0.0005,1436.08,Guiana Space Center,2750.0,0.002094395
India,Government,Communications,GEO,,35777.0,35796.0,0.00023,1436.1,Guiana Space Center,3100.0,0.000523599
India,Government,Communications,GEO,,35760.0,35811.0,0.0006,1436.08,Guiana Space Center,3028.0,0.000698132
India,Government,Communications,GEO,,37782.0,37791.0,0.0001,1436.11,Sriharikota Launch Station,2130.0,0.000523599
ESA/USA/Russia,Government,Space Physics,Elliptical,Deep Highly Eccentric,2284.0,152812.0,0.89688,4032.86,Baikonur Cosmodrome,4000.0,0.90931654
USA,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.08,Baikonur Cosmodrome,3739.0,0.000698132
USA,Commercial,Communications,GEO,,35783.0,35789.0,7e-05,1436.08,Baikonur Cosmodrome,5576.0,0.000349066
USA,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.1,Guiana Space Center,2491.0,0.000523599
USA,Commercial,Communications,GEO,,35771.0,35800.0,0.00034,1436.05,Cape Canaveral,5613.0,0.000349066
USA,Commercial,Communications,GEO,,35776.0,35798.0,0.00026,1436.12,Baikonur Cosmodrome,2550.0,0.000872665
USA,Commercial,Communications,GEO,,35783.0,35791.0,9e-05,1436.19,Baikonur Cosmodrome,2450.0,0.00122173
USA,Commercial,Communications,GEO,,35770.0,35804.0,0.0004,1436.12,Guiana Space Center,5540.0,0.000523599
USA,Commercial,Communications,GEO,,35775.0,35797.0,0.00026,1436.09,Baikonur Cosmodrome,3200.0,0.000174533
USA,Commercial,Communications,GEO,,35768.0,35801.0,0.00039,1436.01,Sea Launch (Odyssey),5600.0,0.002268928
USA,Commercial,Communications,GEO,,35785.0,35788.0,4e-05,1436.11,Guiana Space Center,4793.0,0.001047198
USA,Commercial,Communications,GEO,,35780.0,35790.0,0.00012,1436.03,Guiana Space Center,6094.0,0.000349066
USA,Commercial,Communications,GEO,,35774.0,35811.0,0.00044,1436.39,Sea Launch (Odyssey),5984.0,0.001047198
USA,Commercial,Communications,GEO,,35781.0,35792.0,0.00013,1436.11,Baikonur Cosmodrome,6199.0,0.000523599
USA,Commercial,Communications,GEO,,35781.0,35797.0,0.00019,1436.21,Baikonur Cosmodrome,3200.0,0.000523599
USA,Commercial,Communications,GEO,,35778.0,35793.0,0.00018,1436.1,Guiana Space Center,4100.0,0.000349066
USA,Commercial,Communications,GEO,,35779.0,35794.0,0.00018,1436.1,Cape Canaveral,3124.0,0.000349066
USA,Commercial,Communications,GEO,,35774.0,35798.0,0.00028,1436.09,Baikonur Cosmodrome,2730.0,0.000523599
USA,Commercial,Communications,GEO,,35778.0,35795.0,0.0002,1436.12,Guiana Space Center,4200.0,0.104545222
USA,Commercial,Communications,GEO,,35775.0,35797.0,0.00026,1436.09,Guiana Space Center,3833.0,0.0
USA,Commercial,Communications,GEO,,35775.0,35797.0,0.00026,1436.08,Guiana Space Center,3642.0,0.000174533
USA,Commercial,Communications,GEO,,35776.0,35796.0,0.00024,1436.1,Guiana Space Center,3642.0,0.000349066
USA,Commercial,Communications,GEO,,35776.0,35795.0,0.00023,1436.07,Cape Canaveral,3653.0,0.000174533
USA,Commercial,Communications,GEO,,35774.0,35798.0,0.00028,1436.08,Baikonur Cosmodrome,3592.0,0.000349066
USA,Commercial,Communications,GEO,,35775.0,35797.0,0.00026,1436.08,Guiana Space Center,3420.0,0.000174533
USA,Commercial,Communications,GEO,,35782.0,35792.0,0.00012,1436.14,Sea Launch (Odyssey),3659.0,0.000174533
USA,Commercial,Communications,GEO,,35775.0,35798.0,0.00027,1436.12,Cape Canaveral,4723.0,0.000174533
USA,Commercial,Communications,GEO,,35775.0,35797.0,0.00026,1436.1,Guiana Space Center,4723.0,25.06467339
USA,Commercial,Communications,GEO,,35773.0,358802.0,0.79307,1436.16,Guiana Space Center,4723.0,0.000349066
USA,Commercial,Communications,GEO,,35782.0,35789.0,8e-05,1436.07,Baikonur Cosmodrome,4680.0,0.000174533
USA,Commercial,Communications,GEO,,35768.0,35805.0,0.00044,1436.12,Guiana Space Center,4723.0,0.000174533
USA,Commercial,Communications,GEO,,35775.0,35796.0,0.00025,1436.07,Guiana Space Center,4723.0,0.000174533
USA,Commercial,Communications,GEO,,35770.0,35803.0,0.00039,1436.1,Guiana Space Center,4685.0,0.000349066
USA,Commercial,Communications,GEO,,35769.0,35804.0,0.00042,1436.11,Xichang Satellite Launch Center,2550.0,0.003141593
USA,Commercial,Communications,GEO,,35800.0,35892.0,0.00109,1439.15,Guiana Space Center,3000.0,0.000872665
Multinational,Government,Scientific Research,LEO,Intermediate,401.0,422.0,0.00155,92.8,Baikonur Cosmodrome,,0.900589894
USA,Government,Space Physics,Elliptical,Deep Highly Eccentric,7000.0,320000.0,0.92129,0.22,Kwajalein Island,462.0,0.191986218
USA,Government,Technology Development,LEO,,469.0,890.0,0.02986,98.3,Vandenberg AFB,1.0,2.103121749
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,708.0,711.0,0.00021,99.0,Taiyuan Launch Center,689.0,1.509709803
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,775.0,780.0,0.00035,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Baikonur Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.506219144
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,747.0,751.0,0.00028,99.8,Vandenberg AFB,689.0,1.509709803
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Taiyuan Launch Center,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,780.0,0.00028,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,744.0,753.0,0.00063,99.8,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,777.0,778.0,7e-05,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,773.0,782.0,0.00063,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,776.0,779.0,0.00021,100.4,Vandenberg AFB,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,745.0,754.0,0.00063,99.8,Vandenberg AFB,689.0,1.521927108
USA,Government/Commercial,Communications,LEO,Polar,777.0,778.0,7e-05,100.4,Plesetsk Cosmodrome,689.0,1.507964474
USA,Government/Commercial,Communications,LEO,Polar,748.0,750.0,0.00014,99.8,Plesetsk Cosmodrome,689.0,1.507964474
USA,Government,Space Science,LEO,Sun-Synchronous,620.0,664.0,0.00314,97.5,Vandenberg AFB,236.0,1.708677338
India,Government,Navigation,GEO,,35712.0,35872.0,0.0019,1436.0,Sriharikota Launch Station,1425.0,0.472984227
India,Government,Remote Sensing,LEO,Sun-Synchronous,817.0,823.0,0.00042,101.3,Sriharikota Launch Station,1360.0,1.724385301
Turkey,Civil,Technology Development,LEO,Sun-Synchronous,710.0,721.0,0.00078,99.1,Sriharikota Launch Station,1.0,1.717403984
USA/France,Government,Earth Science,LEO,Intermediate,1332.0,1344.0,0.00078,112.4,Vandenberg AFB,553.0,1.151917306
Japan,Commercial,Communications,GEO,,35772.0,35801.0,0.00034,1436.1,Guiana Space Center,4400.0,0.020769418
Japan,Commercial,Communications,GEO,,35784.0,35789.0,6e-05,1436.11,Guiana Space Center,3531.0,0.000174533
Japan,Commercial,Communications,GEO,,35780.0,35791.0,0.00013,1436.03,Guiana Space Center,4500.0,0.000872665
Japan,Commercial,Communications,GEO,,35778.0,35794.0,0.00019,1436.09,Guiana Space Center,2982.0,0.000174533
Japan,Commercial,Communications,GEO,,35788.0,35794.0,7e-05,1436.1,Guiana Space Center,2500.0,0.000174533
Japan,Commercial,Communications,GEO,,33782.0,37768.0,0.04729,1435.52,Cape Canaveral,2900.0,0.00122173
Japan,Commercial,Communications,GEO,,35776.0,35797.0,0.00025,1436.1,Sea Launch (Odyssey),4400.0,0.000174533
Japan,Commercial,Communications,GEO,,35780.0,35794.0,0.00017,1436.12,Guiana Space Center,4000.0,0.000698132
India,Civil,Earth Observation,LEO,,839.0,866.0,0.00187,102.0,Sriharikota Launch Station,3.0,0.34906585
India,Government,Meteorology,GEO,,35783.0,35789.0,7e-05,1436.08,Satish Dhawan Space Center,1060.0,0.000698132
Kazakhstan,Commercial,Communications,GEO,,35786.0,35788.0,2e-05,1436.13,Baikonur Cosmodrome,1300.0,0.000523599
USA,Military,Reconnaissance,LEO,Sun-Synchronous,800.0,800.0,0.0,100.87,Vandenberg AFB,18000.0,1.106538746
USA,Military,Reconnaissance,LEO,Sun-Synchronous,202.0,1041.0,0.06,97.13,Vandenberg AFB,18000.0,1.706932008
USA,Military,Reconnaissance,LEO,Sun-Synchronous,264.0,1050.0,0.05593,97.0,Vandenberg AFB,18000.0,1.708677338
USA,Military,Reconnaissance,LEO,Sun-Synchronous,200.0,1000.0,0.05739,97.0,Vandenberg AFB,18000.0,1.706932008
USA,Military,Reconnaissance,LEO,Sun-Synchronous,257.0,997.0,0.05288,97.25,Vandenberg AFB,18000.0,1.706932008
Japan,Government,Technology Development,GEO,,35778.0,35792.0,0.00017,1436.04,Tanegashima Space Center,5800.0,0.000523599
Japan,Government,Technology Development,GEO,,35776.0,35796.0,0.00024,1436.1,Tanegashima Space Center,4850.0,0.000349066
Japan,Civil,Technology Development,LEO,,651.0,667.0,0.00114,97.92,Tanegashima Space Center,3.0,1.710946266
South Korea,Government/Commercial,Earth Observation/Technology Development,LEO,Sun-Synchronous,676.0,698.0,0.00156,98.5,Plesetsk Cosmodrome,800.0,1.713913325
South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,679.0,696.0,0.0012,98.5,Tanegashima Space Center,1000.0,1.713913325
South Korea,Government/Commercial,Earth Observation,LEO,Sun-Synchronous,535.0,552.0,0.00123,95.5,Yasny Cosmodrome,1000.0,1.70344135
Russia,Military,Reconnaissance,LEO,,497.0,501.0,0.00029,94.6,Baikonur Cosmodrome,1150.0,1.30428455
South Korea,Military/Commercial,Communications,GEO,,35780.0,35792.0,0.00014,1436.1,Sea Launch (Odyssey),4450.0,0.000349066
South Korea,Commercial,Communications,GEO,,35780.0,35794.0,0.00017,1436.12,Guiana Space Center,2850.0,0.000872665
China (PR),Government,Remote Sensing,LEO,,291.0,317.0,0.00195,90.61,Jiuquan Satellite Launch Center,,1.686686189
USA,Civil,Technology Development,LEO,,498.0,499.0,7e-05,94.58,Wallops Island Flight Facility,2.5,0.706858347
USA,Military,Surveillance,LEO,Intermediate,671.0,675.0,0.00028,98.2,Vandenberg AFB,14500.0,0.994837674
USA,Military,Surveillance,LEO,Intermediate,574.0,676.0,0.00729,97.21,Vandenberg AFB,14500.0,1.186823891
USA,Military,Surveillance,LEO,Intermediate,713.0,716.0,0.00021,99.08,Cape Canaveral,14500.0,0.995012207
USA,Government,Earth Science,LEO,Sun-Synchronous,702.0,703.0,7e-05,98.8,Vandenberg AFB,2744.0,1.713913325
USA,Government,Earth Science,LEO,Sun-Synchronous,700.0,705.0,0.00035,98.8,Vandenberg AFB,2780.0,1.713913325
Indonesia,Government,Earth Observation/Technology Development,LEO,Sun-Synchronous,617.0,637.0,0.00143,97.2,Satish Dhawan Space Center,60.0,1.705186679
Argentina,Commercial,Communications,LEO,Intermediate,610.0,668.0,0.00414,97.5,Baikonur Cosmodrome,,1.127482697
Argentina,Commercial,Communications,LEO,Intermediate,603.0,717.0,0.00811,97.9,Baikonur Cosmodrome,,1.127482697
USA/Australia,Military,Communications,GEO,,35760.0,35812.0,0.00062,1436.1,Kennedy Space Center,3400.0,0.139102741
Russia,Military,Reconnaissance,LEO,Sun-Synchronous,900.0,911.0,0.00076,103.1,Plesetsk Cosmodrome,5000.0,1.172861257
Russia,Government,Communications,GEO,,35778.0,35793.0,0.00018,1436.8,Baikonur Cosmodrome,950.0,0.084648469
Russia,Government,Communications,GEO,,35772.0,35801.0,0.00034,1436.09,Baikonur Cosmodrome,1282.0,0.003839724
Morocco/Germany,Government,Technology Development,LEO,Sun-Synchronous,984.0,1014.0,0.00204,105.1,Baikonur Cosmodrome,47.0,1.731366618
Hungary,Civil,Technology Development,LEO,,305.0,1297.0,0.06917,100.9,Guiana Space Center,1.0,1.21300383
USA,Civil,Technology Development,LEO,,457.0,816.0,0.02562,97.45,Vandenberg AFB,2.0,1.774999849
USA,Civil,Technology Development,LEO,,443.0,886.0,0.03149,98.0,Vandenberg AFB,1.0,2.09963109
Malaysia,Commercial,Communications,GEO,,35782.0,35791.0,0.00011,1436.12,Guiana Space Center,1450.0,0.019024089
Malaysia,Commercial,Communications,GEO,,35778.0,35794.0,0.00019,1436.1,Baikonur Cosmodrome,4900.0,0.0
Malaysia,Commercial,Communications,GEO,,35728.0,35788.0,0.00071,1434.6,Baikonur Cosmodrome,2417.0,0.000698132
India/France,Government,Earth Science,LEO,,853.0,868.0,0.00104,102.2,Sriharikota Launch Station,1000.0,0.34906585
USA,Military,Surveillance,GEO,,35598.0,35976.0,0.00448,1436.13,Cape Canaveral,8000.0,0.089011792
USA,Military,Surveillance,GEO,,33674.0,37900.0,0.05012,1436.12,Cape Canaveral,8000.0,0.127932634
Russia,Military,Communications,Elliptical,Molniya,961.0,39388.0,0.72382,645.98,Plesetsk Cosmodrome,2500.0,1.09606677
Russia,Military,Communications,Elliptical,Molniya,964.0,39396.0,0.72377,717.88,Plesetsk Cosmodrome,2500.0,1.09606677
Russia,Military,Communications,Elliptical,Molniya,1006.0,39362.0,0.72223,718.04,Plesetsk Cosmodrome,,1.09484504
Russia,Government,Meteorology,LEO,Polar,818.0,820.0,0.00014,101.3,Baikonur Cosmodrome,2700.0,1.720894642
Multinational,Government/Civil,Earth Science/Meteorology,GEO,,35784.0,35791.0,8e-05,1436.15,Guiana Space Center,2000.0,0.031415927
Multinational,Government/Civil,Earth Science/Meteorology,GEO,,35770.0,35797.0,0.00032,1435.96,Guiana Space Center,696.0,0.082205008
Multinational,Government/Civil,Earth Science/Meteorology,GEO,,35781.0,35793.0,0.00014,1436.1,Guiana Space Center,2000.0,0.008028515
Multinational,Government/Civil,Earth Science/Meteorology,GEO,,35775.0,35795.0,0.00024,1436.0,Guiana Space Center,2000.0,0.005061455
Multinational,Government/Civil,Earth Science/Meteorology,LEO,Polar,820.0,821.0,7e-05,101.3,Baikonur Cosmodrome,4193.0,1.722639972
